Node1,Node1Property_GroupLabel,Node2,Node2Property_GroupLabel,EdgeProperty_Correlation,EdgeProperty_Arrow_Direction,EdgeProperty_PaperID,EdgeProperty_SampleSize,EdgeProperty_SampleYears,EdgeProperty_SampleCountries,EdgeProperty_SampleIndustries
Trust in senior management,social well-being,Trust in supervisor,social well-being,0.64,noncausal,HCS17HRM,1039,2013,Australia,Medical
Direct voice,performance,Trust in senior management,social well-being,0.46,node2-->node1,HCS17HRM,1039,2013,Australia,Medical
Employee engagement in voicing concerns,eudaimonic well-being,Trust in senior management,social well-being,0.38,noncausal,HCS17HRM,1039,2013,Australia,Medical
Perceived supervisor support,social well-being,Trust in senior management,social well-being,0.58,noncausal,HCS17HRM,1039,2013,Australia,Medical
Direct voice,performance,Perceived supervisor support,social well-being,0.38,node2-->node1,HCS17HRM,1039,2013,Australia,Medical
Age,causes,Organizational tenure,causes,0.37,noncausal,HCS17HRM,1039,2013,Australia,Medical
Direct voice,performance,Organizational tenure,causes,-0.04,node2-->node1,HCS17HRM,1039,2013,Australia,Medical
Employee engagement in voicing concerns,eudaimonic well-being,Organizational tenure,causes,-0.03,node2-->node1,HCS17HRM,1039,2013,Australia,Medical
Perceived supervisor support,social well-being,Organizational tenure,causes,-0.06,node2-->node1,HCS17HRM,1039,2013,Australia,Medical
Trust in senior management,social well-being,Organizational tenure,causes,-0.14,node2-->node1,HCS17HRM,1039,2013,Australia,Medical
Trust in supervisor,social well-being,Organizational tenure,causes,-0.08,node2-->node1,HCS17HRM,1039,2013,Australia,Medical
Workload,hedonic well-being,Organizational tenure,causes,0.01,node2-->node1,HCS17HRM,1039,2013,Australia,Medical
Age,causes,Hospital,causes,-0.18,noncausal,HCS17HRM,1039,2013,Australia,Medical
Direct voice,performance,Hospital,causes,-0.09,node2-->node1,HCS17HRM,1039,2013,Australia,Medical
Employee engagement in voicing concerns,eudaimonic well-being,Hospital,causes,-0.11,node2-->node1,HCS17HRM,1039,2013,Australia,Medical
Organizational tenure,causes,Hospital,causes,0.13,noncausal,HCS17HRM,1039,2013,Australia,Medical
Perceived supervisor support,social well-being,Hospital,causes,-0.07,node2-->node1,HCS17HRM,1039,2013,Australia,Medical
Trust in senior management,social well-being,Hospital,causes,-0.11,node2-->node1,HCS17HRM,1039,2013,Australia,Medical
Trust in supervisor,social well-being,Hospital,causes,-0.02,node2-->node1,HCS17HRM,1039,2013,Australia,Medical
Work hours per week,causes,Hospital,causes,0.02,noncausal,HCS17HRM,1039,2013,Australia,Medical
Workload,hedonic well-being,Hospital,causes,0.12,node2-->node1,HCS17HRM,1039,2013,Australia,Medical
Direct voice,performance,Employee engagement in voicing concerns,eudaimonic well-being,0.27,node2-->node1,HCS17HRM,1039,2013,Australia,Medical
Perceived supervisor support,social well-being,Employee engagement in voicing concerns,eudaimonic well-being,0.39,noncausal,HCS17HRM,1039,2013,Australia,Medical
Direct voice,performance,Age,causes,-0.1,node2-->node1,HCS17HRM,1039,2013,Australia,Medical
Employee engagement in voicing concerns,eudaimonic well-being,Age,causes,0.03,node2-->node1,HCS17HRM,1039,2013,Australia,Medical
Perceived supervisor support,social well-being,Age,causes,-0.08,node2-->node1,HCS17HRM,1039,2013,Australia,Medical
Trust in senior management,social well-being,Age,causes,-0.1,node2-->node1,HCS17HRM,1039,2013,Australia,Medical
Trust in supervisor,social well-being,Age,causes,-0.12,node2-->node1,HCS17HRM,1039,2013,Australia,Medical
Workload,hedonic well-being,Age,causes,-0.03,node2-->node1,HCS17HRM,1039,2013,Australia,Medical
Age,causes,Tenure,causes,0.41,noncausal,HLW15HRM,224,"""Not Specified""",China,Electronics
Education,causes,Tenure,causes,-0.3,noncausal,HLW15HRM,224,"""Not Specified""",China,Electronics
Gender,causes,Tenure,causes,-0.1,noncausal,HLW15HRM,224,"""Not Specified""",China,Electronics
Age,causes,Perceived supervisor support,social well-being,-0.13,node1-->node2,HLW15HRM,224,"""Not Specified""",China,Electronics
Education,causes,Perceived supervisor support,social well-being,-0.03,node1-->node2,HLW15HRM,224,"""Not Specified""",China,Electronics
Gender,causes,Perceived supervisor support,social well-being,-0.1,node1-->node2,HLW15HRM,224,"""Not Specified""",China,Electronics
Tenure,causes,Perceived supervisor support,social well-being,-0.1,node1-->node2,HLW15HRM,224,"""Not Specified""",China,Electronics
Age,causes,Perceived insider status,social well-being,-0.12,node1-->node2,HLW15HRM,224,"""Not Specified""",China,Electronics
Education,causes,Perceived insider status,social well-being,-0.13,node1-->node2,HLW15HRM,224,"""Not Specified""",China,Electronics
Gender,causes,Perceived insider status,social well-being,0.01,node1-->node2,HLW15HRM,224,"""Not Specified""",China,Electronics
Participative decision making,eudaimonic well-being,Perceived insider status,social well-being,0.44,noncausal,HLW15HRM,224,"""Not Specified""",China,Electronics
Perceived supervisor support,social well-being,Perceived insider status,social well-being,0.51,noncausal,HLW15HRM,224,"""Not Specified""",China,Electronics
Tenure,causes,Perceived insider status,social well-being,0,node1-->node2,HLW15HRM,224,"""Not Specified""",China,Electronics
Age,causes,Participative decision making,eudaimonic well-being,0.09,node1-->node2,HLW15HRM,224,"""Not Specified""",China,Electronics
Education,causes,Participative decision making,eudaimonic well-being,-0.06,node1-->node2,HLW15HRM,224,"""Not Specified""",China,Electronics
Gender,causes,Participative decision making,eudaimonic well-being,0.06,node1-->node2,HLW15HRM,224,"""Not Specified""",China,Electronics
Perceived supervisor support,social well-being,Participative decision making,eudaimonic well-being,0.39,noncausal,HLW15HRM,224,"""Not Specified""",China,Electronics
Tenure,causes,Participative decision making,eudaimonic well-being,0.14,node1-->node2,HLW15HRM,224,"""Not Specified""",China,Electronics
Age,causes,Organizational citizenship behavior,performance,0.07,node1-->node2,HLW15HRM,224,"""Not Specified""",China,Electronics
Collectivisim,causes,Organizational citizenship behavior,performance,0.08,node1-->node2,HLW15HRM,224,"""Not Specified""",China,Electronics
Education,causes,Organizational citizenship behavior,performance,0.05,node1-->node2,HLW15HRM,224,"""Not Specified""",China,Electronics
Gender,causes,Organizational citizenship behavior,performance,-0.08,node1-->node2,HLW15HRM,224,"""Not Specified""",China,Electronics
Participative decision making,eudaimonic well-being,Organizational citizenship behavior,performance,0.23,noncausal,HLW15HRM,224,"""Not Specified""",China,Electronics
Perceived insider status,social well-being,Organizational citizenship behavior,performance,0.19,noncausal,HLW15HRM,224,"""Not Specified""",China,Electronics
Perceived supervisor support,social well-being,Organizational citizenship behavior,performance,0.27,noncausal,HLW15HRM,224,"""Not Specified""",China,Electronics
Tenure,causes,Organizational citizenship behavior,performance,-0.04,node1-->node2,HLW15HRM,224,"""Not Specified""",China,Electronics
Age,causes,Gender,causes,-0.1,noncausal,HLW15HRM,224,"""Not Specified""",China,Electronics
Age,causes,Education,causes,0.12,noncausal,HLW15HRM,224,"""Not Specified""",China,Electronics
Gender,causes,Education,causes,0.08,noncausal,HLW15HRM,224,"""Not Specified""",China,Electronics
Age,causes,Collectivisim,causes,-0.11,noncausal,HLW15HRM,224,"""Not Specified""",China,Electronics
Education,causes,Collectivisim,causes,-0.08,noncausal,HLW15HRM,224,"""Not Specified""",China,Electronics
Gender,causes,Collectivisim,causes,-0.17,noncausal,HLW15HRM,224,"""Not Specified""",China,Electronics
Participative decision making,eudaimonic well-being,Collectivisim,causes,0.4,node2-->node1,HLW15HRM,224,"""Not Specified""",China,Electronics
Perceived insider status,social well-being,Collectivisim,causes,0.46,node2-->node1,HLW15HRM,224,"""Not Specified""",China,Electronics
Perceived supervisor support,social well-being,Collectivisim,causes,0.17,node2-->node1,HLW15HRM,224,"""Not Specified""",China,Electronics
Tenure,causes,Collectivisim,causes,0.01,noncausal,HLW15HRM,224,"""Not Specified""",China,Electronics
Job satisfaction,hedonic well-being,Voluntary turnover,social well-being,0.05,noncausal,HTML13HR,240,2009,US,Banking
Off-the-job embeddedness,social well-being,Voluntary turnover,social well-being,-0.13,noncausal,HTML13HR,240,2009,US,Banking
On-the-job embeddedness,social well-being,Voluntary turnover,social well-being,-0.07,noncausal,HTML13HR,240,2009,US,Banking
Tenure,causes,Voluntary turnover,social well-being,-0.14,node1-->node2,HTML13HR,240,2009,US,Banking
Unemployment rate,causes,Voluntary turnover,social well-being,-0.15,node1-->node2,HTML13HR,240,2009,US,Banking
Job satisfaction,hedonic well-being,Unemployment rate,causes,-0.08,node2-->node1,HTML13HR,240,2009,US,Banking
Off-the-job embeddedness,social well-being,Unemployment rate,causes,-0.07,node2-->node1,HTML13HR,240,2009,US,Banking
On-the-job embeddedness,social well-being,Unemployment rate,causes,-0.13,node2-->node1,HTML13HR,240,2009,US,Banking
Job satisfaction,hedonic well-being,Tenure,causes,0.11,node2-->node1,HTML13HR,240,2009,US,Banking
Off-the-job embeddedness,social well-being,Tenure,causes,-0.13,node2-->node1,HTML13HR,240,2009,US,Banking
On-the-job embeddedness,social well-being,Tenure,causes,0.01,node2-->node1,HTML13HR,240,2009,US,Banking
Unemployment rate,causes,Tenure,causes,-0.18,noncausal,HTML13HR,240,2009,US,Banking
Job satisfaction,hedonic well-being,On-the-job embeddedness,social well-being,0.62,noncausal,HTML13HR,240,2009,US,Banking
Job satisfaction,hedonic well-being,Off-the-job embeddedness,social well-being,0.3,noncausal,HTML13HR,240,2009,US,Banking
On-the-job embeddedness,social well-being,Off-the-job embeddedness,social well-being,0.16,noncausal,HTML13HR,240,2009,US,Banking
Age,causes,Work experience,causes,0.88,noncausal,HX11OBHDP,417,"""Not Specified""",China,Tech
Education attainment,causes,Work experience,causes,-0.16,noncausal,HX11OBHDP,417,"""Not Specified""",China,Tech
Gender,causes,Work experience,causes,-0.05,noncausal,HX11OBHDP,417,"""Not Specified""",China,Tech
Science degree,causes,Work experience,causes,-0.14,noncausal,HX11OBHDP,417,"""Not Specified""",China,Tech
Administrative job,causes,Voluntary turnover,social well-being,0.07,node1-->node2,HX11OBHDP,417,"""Not Specified""",China,Tech
Age,causes,Voluntary turnover,social well-being,-0.16,node1-->node2,HX11OBHDP,417,"""Not Specified""",China,Tech
Constraint x high-commitment HRM,causes,Voluntary turnover,social well-being,-0.06,node1-->node2,HX11OBHDP,417,"""Not Specified""",China,Tech
Education attainment,causes,Voluntary turnover,social well-being,0.16,node1-->node2,HX11OBHDP,417,"""Not Specified""",China,Tech
Gender,causes,Voluntary turnover,social well-being,-0.02,node1-->node2,HX11OBHDP,417,"""Not Specified""",China,Tech
Hardware company,causes,Voluntary turnover,social well-being,0.12,node1-->node2,HX11OBHDP,417,"""Not Specified""",China,Tech
High-commitment HRM,causes,Voluntary turnover,social well-being,0.07,node1-->node2,HX11OBHDP,417,"""Not Specified""",China,Tech
Intentions to stay,social well-being,Voluntary turnover,social well-being,-0.18,noncausal,HX11OBHDP,417,"""Not Specified""",China,Tech
Job level,causes,Voluntary turnover,social well-being,-0.12,node1-->node2,HX11OBHDP,417,"""Not Specified""",China,Tech
Job tenure,causes,Voluntary turnover,social well-being,-0.07,node1-->node2,HX11OBHDP,417,"""Not Specified""",China,Tech
Mobile equipment producer,causes,Voluntary turnover,social well-being,0,node1-->node2,HX11OBHDP,417,"""Not Specified""",China,Tech
Network constraint,social well-being,Voluntary turnover,social well-being,-0.1,noncausal,HX11OBHDP,417,"""Not Specified""",China,Tech
Number of past employers,causes,Voluntary turnover,social well-being,-0.05,node1-->node2,HX11OBHDP,417,"""Not Specified""",China,Tech
Organizational commitment,social well-being,Voluntary turnover,social well-being,-0.08,noncausal,HX11OBHDP,417,"""Not Specified""",China,Tech
Sales job,causes,Voluntary turnover,social well-being,-0.04,node1-->node2,HX11OBHDP,417,"""Not Specified""",China,Tech
Science degree,causes,Voluntary turnover,social well-being,-0.03,node1-->node2,HX11OBHDP,417,"""Not Specified""",China,Tech
Software company,causes,Voluntary turnover,social well-being,-0.12,node1-->node2,HX11OBHDP,417,"""Not Specified""",China,Tech
Techincal Job,causes,Voluntary turnover,social well-being,-0.06,node1-->node2,HX11OBHDP,417,"""Not Specified""",China,Tech
Telecom company,causes,Voluntary turnover,social well-being,0,node1-->node2,HX11OBHDP,417,"""Not Specified""",China,Tech
Work experience,causes,Voluntary turnover,social well-being,-0.18,node1-->node2,HX11OBHDP,417,"""Not Specified""",China,Tech
Administrative job,causes,Telecom company,causes,-0.13,noncausal,HX11OBHDP,417,"""Not Specified""",China,Tech
